SITE_CODE,Date,AveQ,
40d,7/18/2001,5.63,
40d,7/19/2001,5.47,
40d,7/20/2001,5.49,
40d,7/21/2001,5.49,
40d,7/22/2001,5.47,
40d,7/23/2001,5.44,
40d,7/24/2001,5.49,
40d,7/25/2001,5.44,
40d,7/26/2001,5.48,
40d,7/27/2001,5.53,
40d,7/28/2001,6.28,
40d,7/29/2001,5.85,
40d,7/30/2001,5.31,
40d,7/31/2001,4.66,
40d,8/1/2001,4.32,
40d,8/2/2001,4.63,
40d,8/3/2001,5.23,
40d,8/4/2001,5.5,
40d,8/5/2001,5.37,
40d,8/6/2001,5.06,
40d,8/7/2001,4.4,
40d,8/8/2001,4.73,
40d,8/9/2001,4.9,
40d,8/10/2001,4.91,
40d,8/11/2001,4.93,
40d,8/12/2001,5.03,
40d,8/13/2001,5.03,
40d,8/14/2001,5.09,
40d,8/15/2001,5.24,
40d,8/16/2001,5.26,
40d,8/17/2001,5.38,
40d,8/18/2001,5.82,
40d,8/19/2001,5.63,
40d,8/20/2001,5.74,
40d,8/21/2001,5.81,
40d,8/22/2001,7.69,
40d,8/23/2001,6.45,
40d,8/24/2001,5.9,
40d,8/25/2001,5.41,
40d,8/26/2001,4.98,
40d,8/27/2001,4.82,
40d,8/28/2001,4.63,
40d,8/29/2001,4.76,
40d,8/30/2001,4.76,
40d,8/31/2001,4.66,
40d,9/1/2001,4.85,
40d,9/2/2001,4.76,
40d,9/3/2001,4.86,
40d,9/4/2001,4.72,
40d,9/5/2001,4.77,
40d,9/6/2001,4.7,
40d,9/7/2001,4.75,
40d,9/8/2001,4.65,
40d,9/9/2001,4.61,
40d,9/10/2001,4.58,
40d,9/11/2001,4.42,
40d,9/12/2001,4.4,
40d,9/13/2001,4.32,
40d,9/14/2001,4.4,
40d,9/15/2001,4.51,
40d,9/16/2001,4.42,
40d,9/17/2001,4.41,
40d,9/18/2001,4.46,
40d,9/19/2001,4.58,
40d,9/20/2001,4.6,
40d,9/21/2001,4.69,
40d,9/22/2001,4.76,
40d,9/23/2001,4.67,
40d,9/24/2001,4.74,
40d,9/25/2001,5.04,
40d,9/26/2001,5.64,
40d,9/27/2001,5.4,
40d,9/28/2001,5.05,
40d,9/29/2001,4.88,
40d,9/30/2001,4.63,
40d,10/1/2001,4.72,
40d,10/2/2001,4.63,
40d,10/3/2001,4.79,
40d,10/4/2001,4.55,
40d,10/5/2001,4.48,
40d,10/6/2001,4.44,
40d,10/7/2001,4.33,
40d,10/8/2001,4.67,
40d,10/9/2001,4.38,
40d,10/10/2001,4.71,
40d,10/11/2001,4.93,
40d,10/12/2001,4.62,
40d,10/13/2001,4.84,
40d,10/14/2001,4.95,
40d,10/15/2001,4.68,
40d,10/16/2001,4.65,
40d,10/17/2001,4.75,
40d,10/18/2001,4.38,
40d,10/19/2001,4.71,
40d,10/20/2001,5.22,
40d,10/21/2001,4.57,
40d,10/22/2001,4.75,
40d,10/23/2001,5.28,
40d,10/24/2001,5.36,
40d,10/25/2001,5.86,
40d,10/26/2001,5.41,
40d,10/27/2001,6.65,
40d,10/28/2001,6.1,
40d,10/29/2001,5.56,
40d,10/30/2001,5.56,
40d,10/31/2001,6.55,
40d,11/1/2001,6.49,
40d,11/2/2001,5.7,
40d,11/3/2001,6,
40d,11/4/2001,5.72,
40d,11/5/2001,6.45,
40d,11/6/2001,6.09,
40d,11/7/2001,6.04,
40d,11/8/2001,5.64,
40d,11/9/2001,6.07,
40d,11/10/2001,5.35,
40d,11/11/2001,6.2,
40d,11/12/2001,5.18,
40d,11/13/2001,6.76,
40d,11/14/2001,21.68,
40d,11/15/2001,18.26,
40d,11/16/2001,13.04,
40d,11/17/2001,9.93,
40d,11/18/2001,8.15,
40d,11/19/2001,8.8,
40d,11/20/2001,9.01,
40d,11/21/2001,8.47,
40d,11/22/2001,11.36,
40d,11/23/2001,12.43,
40d,11/24/2001,9.94,
40d,11/25/2001,8.21,
40d,11/26/2001,7.67,
40d,11/27/2001,6.66,
40d,11/28/2001,8.56,
40d,11/29/2001,10.11,
40d,11/30/2001,9.43,
40d,12/1/2001,9.58,
40d,12/2/2001,9.14,
40d,12/3/2001,9.56,
40d,12/4/2001,8.69,
40d,12/5/2001,8.48,
40d,12/6/2001,8.7,
40d,12/7/2001,8.16,
40d,12/8/2001,7.79,
40d,12/9/2001,8.13,
40d,12/10/2001,8.72,
40d,12/11/2001,9.13,
40d,12/12/2001,9.01,
40d,12/13/2001,13.48,
40d,12/14/2001,16.41,
40d,12/15/2001,13.81,
40d,12/16/2001,15.37,
40d,12/17/2001,17.15,
40d,12/18/2001,14.3,
40d,12/19/2001,12.94,
40d,12/20/2001,11.56,
40d,12/21/2001,10.5,
40d,12/22/2001,9.69,
40d,12/23/2001,9.01,
40d,12/24/2001,8.85,
40d,12/25/2001,8.58,
40d,12/26/2001,8.39,
40d,12/27/2001,8.34,
40d,12/28/2001,8.43,
40d,12/29/2001,8.15,
40d,12/30/2001,7.8,
40d,12/31/2001,8.04,
40d,1/1/2002,8.19,
40d,1/2/2002,8.77,
40d,1/3/2002,8.25,
40d,1/4/2002,7.99,
40d,1/5/2002,7.81,
40d,1/6/2002,8.23,
40d,1/7/2002,11.43,
40d,1/8/2002,12.08,
40d,1/9/2002,11.21,
40d,1/10/2002,10.45,
40d,1/11/2002,9.83,
40d,1/12/2002,9.82,
40d,1/13/2002,9.4,
40d,1/14/2002,9.39,
40d,1/15/2002,9.15,
40d,1/16/2002,9,
40d,1/17/2002,8.73,
40d,1/18/2002,8.9,
40d,1/19/2002,9.51,
40d,1/20/2002,10.06,
40d,1/21/2002,10.24,
40d,1/22/2002,9.88,
40d,1/23/2002,9.65,
40d,1/24/2002,10.02,
40d,1/25/2002,12.85,
40d,1/26/2002,12.94,
40d,1/27/2002,12.21,
40d,1/28/2002,11.76,
40d,1/29/2002,11.32,
40d,1/30/2002,11.56,
40d,1/31/2002,12.07,
40d,2/1/2002,12.12,
40d,2/2/2002,11.68,
40d,2/3/2002,11.4,
40d,2/4/2002,11.21,
40d,2/5/2002,11.37,
40d,2/6/2002,11.44,
40d,2/7/2002,11.74,
40d,2/8/2002,13.42,
40d,2/9/2002,12.42,
40d,2/10/2002,12.23,
40d,2/11/2002,12.29,
40d,2/12/2002,11.88,
40d,2/13/2002,11.91,
40d,2/14/2002,11.78,
40d,2/15/2002,11.86,
40d,2/16/2002,11.68,
40d,2/17/2002,11.86,
40d,2/18/2002,11.92,
40d,2/19/2002,12.31,
40d,2/20/2002,11.86,
40d,2/21/2002,14.04,
40d,2/22/2002,14.2,
40d,2/23/2002,15.12,
40d,2/24/2002,15.43,
40d,2/25/2002,14.37,
40d,2/26/2002,13.89,
40d,2/27/2002,13.63,
40d,2/28/2002,13.29,
40d,3/1/2002,13.03,
40d,3/2/2002,12.64,
40d,3/3/2002,12.65,
40d,3/4/2002,12.58,
40d,3/5/2002,12.25,
40d,3/6/2002,12.46,
40d,3/7/2002,11.89,
40d,3/8/2002,11.71,
40d,3/9/2002,11.54,
40d,3/10/2002,11.42,
40d,3/11/2002,12.86,
40d,3/12/2002,14.18,
40d,3/13/2002,13.4,
40d,3/14/2002,12.95,
40d,3/15/2002,12.83,
40d,3/16/2002,12.77,
40d,3/17/2002,12.47,
40d,3/18/2002,12.46,
40d,3/19/2002,13.43,
40d,3/20/2002,19.72,
40d,3/21/2002,17.47,
40d,3/22/2002,15.74,
40d,3/23/2002,14.71,
40d,3/24/2002,13.95,
40d,3/25/2002,13.5,
40d,3/26/2002,13.18,
40d,3/27/2002,12.92,
40d,3/28/2002,12.78,
40d,3/29/2002,12.45,
40d,3/30/2002,12.29,
40d,3/31/2002,12.1,
40d,4/1/2002,12,
40d,4/2/2002,11.79,
40d,4/3/2002,11.67,
40d,4/4/2002,11.22,
40d,4/5/2002,11.26,
40d,4/6/2002,11.13,
40d,4/7/2002,11.16,
40d,4/8/2002,10.94,
40d,4/9/2002,10.9,
40d,4/10/2002,11.6,
40d,4/11/2002,11.51,
40d,4/12/2002,11.15,
40d,4/13/2002,12.58,
40d,4/14/2002,17.51,
40d,4/15/2002,15.08,
40d,4/16/2002,13.85,
40d,4/17/2002,13.4,
40d,4/18/2002,12.68,
40d,4/19/2002,11.57,
40d,4/20/2002,11.25,
40d,4/21/2002,11.12,
40d,4/22/2002,11.08,
40d,4/23/2002,10.44,
40d,4/24/2002,10.29,
40d,4/25/2002,10.38,
40d,4/26/2002,10.71,
40d,4/27/2002,10.87,
40d,4/28/2002,10.66,
40d,4/29/2002,10.25,
40d,4/30/2002,10.12,
40d,5/1/2002,9.83,
40d,5/2/2002,9.94,
40d,5/3/2002,10.01,
40d,5/4/2002,9.72,
40d,5/5/2002,9.45,
40d,5/6/2002,9.99,
40d,5/7/2002,11.02,
40d,5/8/2002,9.65,
40d,5/9/2002,9.42,
40d,5/10/2002,9.29,
40d,5/11/2002,9.07,
40d,5/12/2002,8.88,
40d,5/13/2002,8.97,
40d,5/14/2002,8.99,
40d,5/15/2002,8.78,
40d,5/16/2002,8.67,
40d,5/17/2002,8.73,
40d,5/18/2002,8.61,
40d,5/19/2002,8.61,
40d,5/20/2002,8.73,
40d,5/21/2002,8.66,
40d,5/22/2002,8.67,
40d,5/23/2002,8.61,
40d,5/24/2002,8.39,
40d,5/25/2002,8.32,
40d,5/26/2002,8.21,
40d,5/27/2002,8.09,
40d,5/28/2002,8.34,
40d,5/29/2002,8.59,
40d,5/30/2002,8.06,
40d,5/31/2002,7.92,
40d,6/1/2002,7.65,
40d,6/2/2002,7.5,
40d,6/3/2002,7.37,
40d,6/4/2002,7.37,
40d,6/5/2002,7.99,
40d,6/6/2002,7.72,
40d,6/7/2002,7.54,
40d,6/8/2002,7.58,
40d,6/9/2002,7.45,
40d,6/10/2002,7.27,
40d,6/11/2002,7.24,
40d,6/12/2002,7.1,
40d,6/13/2002,6.74,
40d,6/14/2002,6.7,
40d,6/15/2002,6.58,
40d,6/16/2002,6.47,
40d,6/17/2002,6.48,
40d,6/18/2002,6.84,
40d,6/19/2002,6.72,
40d,6/20/2002,6.42,
40d,6/21/2002,6.28,
40d,6/22/2002,6.17,
40d,6/23/2002,6.08,
40d,6/24/2002,5.75,
40d,6/25/2002,5.63,
40d,6/26/2002,5.6,
40d,6/27/2002,5.75,
40d,6/28/2002,7.02,
40d,6/29/2002,7.53,
40d,6/30/2002,6.37,
40d,7/1/2002,6.12,
40d,7/2/2002,5.97,
40d,7/3/2002,5.94,
40d,7/4/2002,5.99,
40d,7/5/2002,5.9,
40d,7/6/2002,5.81,
40d,7/7/2002,6.15,
40d,7/8/2002,6.45,
40d,7/9/2002,6.19,
40d,7/10/2002,5.91,
40d,7/11/2002,6.15,
40d,7/12/2002,6.21,
40d,7/13/2002,6.22,
40d,7/14/2002,6.16,
40d,7/15/2002,6.25,
40d,7/16/2002,6.17,
40d,7/17/2002,6.08,
40d,7/18/2002,6.06,
40d,7/19/2002,6.06,
40d,7/20/2002,5.8,
40d,7/21/2002,5.69,
40d,7/22/2002,5.66,
40d,7/23/2002,5.57,
40d,7/24/2002,5.41,
40d,7/25/2002,5.41,
40d,7/26/2002,5.43,
40d,7/27/2002,5.38,
40d,7/28/2002,4.93,
40d,7/29/2002,5.2,
40d,7/30/2002,5.11,
40d,7/31/2002,4.83,
40d,8/1/2002,4.56,
40d,8/2/2002,4.46,
40d,8/3/2002,4.48,
40d,8/4/2002,4.57,
40d,8/5/2002,4.07,
40d,8/6/2002,4.44,
40d,8/7/2002,4.18,
40d,8/8/2002,3.96,
40d,8/9/2002,4.16,
40d,8/10/2002,4.22,
40d,8/11/2002,4.22,
40d,8/12/2002,4.22,
40d,8/13/2002,4.17,
40d,8/14/2002,4.08,
40d,8/15/2002,4.1,
40d,8/16/2002,4.1,
40d,8/17/2002,4.13,
40d,8/18/2002,4.11,
40d,8/19/2002,4.18,
40d,8/20/2002,4.26,
40d,8/21/2002,4.22,
40d,8/22/2002,4.23,
40d,8/23/2002,4.18,
40d,8/24/2002,4.17,
40d,8/25/2002,4.2,
40d,8/26/2002,4.3,
40d,8/27/2002,4.24,
40d,8/28/2002,4.08,
40d,8/29/2002,4.06,
40d,8/30/2002,4.07,
40d,8/31/2002,4.05,
40d,9/1/2002,4.08,
40d,9/2/2002,4.05,
40d,9/3/2002,4.09,
40d,9/4/2002,4.04,
40d,9/5/2002,3.99,
40d,9/6/2002,4,
40d,9/7/2002,4.01,
40d,9/8/2002,3.95,
40d,9/9/2002,3.98,
40d,9/10/2002,3.89,
40d,9/11/2002,3.78,
40d,9/12/2002,3.66,
40d,9/13/2002,3.73,
40d,9/14/2002,3.68,
40d,9/15/2002,3.75,
40d,9/16/2002,3.83,
40d,9/17/2002,3.89,
40d,9/18/2002,3.8,
40d,9/19/2002,3.82,
40d,9/20/2002,3.79,
40d,9/21/2002,3.68,
40d,9/22/2002,3.67,
40d,9/23/2002,3.65,
40d,9/24/2002,3.66,
40d,9/25/2002,3.65,
40d,9/26/2002,3.64,
40d,9/27/2002,3.55,
40d,9/28/2002,3.49,
40d,9/29/2002,3.63,
40d,9/30/2002,3.64,
40d,10/1/2002,3.52,
40d,10/2/2002,3.45,
40d,10/3/2002,5.36,
40d,10/4/2002,4.62,
40d,10/5/2002,4.18,
40d,10/6/2002,4.09,
40d,10/7/2002,4.09,
40d,10/8/2002,5.33,
40d,10/9/2002,4.44,
40d,10/10/2002,4.78,
40d,10/11/2002,4.27,
40d,10/12/2002,3.79,
40d,10/13/2002,4.33,
40d,10/14/2002,4.37,
40d,10/15/2002,4.36,
40d,10/16/2002,4.29,
40d,10/17/2002,4.28,
40d,10/18/2002,5.59,
40d,10/19/2002,4.3,
40d,10/20/2002,4.46,
40d,10/21/2002,4.4,
40d,10/22/2002,4.4,
40d,10/23/2002,4.58,
40d,10/24/2002,4.52,
40d,10/25/2002,4.52,
40d,10/26/2002,4.58,
40d,10/27/2002,4.55,
40d,10/28/2002,4.51,
40d,10/29/2002,5.23,
40d,10/30/2002,5.62,
40d,10/31/2002,6.33,
40d,11/1/2002,6.34,
40d,11/2/2002,6.51,
40d,11/3/2002,6.59,
40d,11/4/2002,6.69,
40d,11/5/2002,6.47,
40d,11/6/2002,6.77,
40d,11/7/2002,6.74,
40d,11/8/2002,6.69,
40d,11/9/2002,6.69,
40d,11/10/2002,6.45,
40d,11/11/2002,5.96,
40d,11/12/2002,6,
40d,11/13/2002,5.73,
40d,11/14/2002,5.8,
40d,11/15/2002,5.31,
40d,11/16/2002,5.69,
40d,11/17/2002,5.4,
40d,11/18/2002,5.53,
40d,11/19/2002,5.73,
40d,11/20/2002,5.45,
40d,11/21/2002,5.06,
40d,11/22/2002,5.1,
40d,11/23/2002,5.05,
40d,11/24/2002,5.45,
40d,11/25/2002,4.99,
40d,11/26/2002,4.86,
40d,11/27/2002,4.71,
40d,11/28/2002,4.46,
40d,11/29/2002,4.47,
40d,11/30/2002,4.47,
40d,12/1/2002,4.45,
40d,12/2/2002,4.54,
40d,12/3/2002,4.5,
40d,12/4/2002,4.52,
40d,12/5/2002,4.67,
40d,12/6/2002,4.91,
40d,12/7/2002,4.54,
40d,12/8/2002,4.29,
40d,12/9/2002,4.23,
40d,12/10/2002,4.35,
40d,12/11/2002,4.83,
40d,12/12/2002,5.4,
40d,12/13/2002,5.53,
40d,12/14/2002,5.01,
40d,12/15/2002,4.94,
40d,12/16/2002,6.41,
40d,12/17/2002,5.22,
40d,12/18/2002,4.89,
40d,12/19/2002,4.71,
40d,12/20/2002,4.54,
40d,12/21/2002,4.65,
40d,12/22/2002,4.52,
40d,12/23/2002,4.31,
40d,12/24/2002,4.61,
40d,12/25/2002,4.45,
40d,12/26/2002,4.59,
40d,12/27/2002,4.89,
40d,12/28/2002,4.91,
40d,12/29/2002,5.12,
40d,12/30/2002,5.25,
40d,12/31/2002,5.45,
40d,1/1/2003,6.39,
40d,1/2/2003,6.45,
40d,1/3/2003,6.34,
40d,1/4/2003,6.85,
40d,1/5/2003,6.52,
40d,1/6/2003,5.91,
40d,1/7/2003,5.65,
40d,1/8/2003,5.62,
40d,1/9/2003,5.38,
40d,1/10/2003,5.46,
40d,1/11/2003,5.3,
40d,1/12/2003,5.82,
40d,1/13/2003,5.65,
40d,1/14/2003,6.17,
40d,1/15/2003,5.09,
40d,1/16/2003,5.42,
40d,1/17/2003,5.46,
40d,1/18/2003,5.27,
40d,1/19/2003,5.27,
40d,1/20/2003,5.12,
40d,1/21/2003,5.92,
40d,1/22/2003,8.44,
40d,1/23/2003,8.53,
40d,1/24/2003,8.24,
40d,1/25/2003,7.68,
40d,1/26/2003,12.1,
40d,1/27/2003,11.97,
40d,1/28/2003,10.55,
40d,1/29/2003,9.98,
40d,1/30/2003,10.82,
40d,1/31/2003,13.92,
40d,2/1/2003,13.2,
40d,2/2/2003,11.54,
40d,2/3/2003,11.02,
40d,2/4/2003,9.53,
40d,2/5/2003,8.47,
40d,2/6/2003,7.97,
40d,2/7/2003,7.45,
40d,2/8/2003,7.06,
40d,2/9/2003,6.63,
40d,2/10/2003,6.43,
40d,2/11/2003,6.24,
40d,2/12/2003,6.13,
40d,2/13/2003,6.07,
40d,2/14/2003,5.62,
40d,2/15/2003,5.72,
40d,2/16/2003,6.18,
40d,2/17/2003,6.39,
40d,2/18/2003,5.9,
40d,2/19/2003,6.17,
40d,2/20/2003,6.31,
40d,2/21/2003,7.11,
40d,2/22/2003,8.92,
40d,2/23/2003,7.97,
40d,2/24/2003,7.5,
40d,2/25/2003,7.6,
40d,2/26/2003,7.01,
40d,2/27/2003,6.77,
40d,2/28/2003,6.48,
40d,3/1/2003,6.28,
40d,3/2/2003,6.27,
40d,3/3/2003,6.69,
40d,3/4/2003,6.45,
40d,3/5/2003,6.25,
40d,3/6/2003,6.52,
40d,3/7/2003,6.42,
40d,3/8/2003,6.4,
40d,3/9/2003,8.5,
40d,3/10/2003,9.07,
40d,3/11/2003,9.94,
40d,3/12/2003,11.37,
40d,3/13/2003,14.92,
40d,3/14/2003,12.49,
40d,3/15/2003,11.14,
40d,3/16/2003,10.19,
40d,3/17/2003,9.57,
40d,3/18/2003,8.95,
40d,3/19/2003,8.55,
40d,3/20/2003,8.85,
40d,3/21/2003,9.44,
40d,3/22/2003,12.6,
40d,3/23/2003,11.79,
40d,3/24/2003,10.38,
40d,3/25/2003,9.5,
40d,3/26/2003,8.92,
40d,3/27/2003,8.56,
40d,3/28/2003,8.13,
40d,3/29/2003,7.92,
40d,3/30/2003,7.74,
40d,3/31/2003,7.98,
40d,4/1/2003,7.78,
40d,4/2/2003,7.71,
40d,4/3/2003,7.63,
40d,4/4/2003,7.54,
40d,4/5/2003,7.41,
40d,4/6/2003,7.83,
40d,4/7/2003,8.04,
40d,4/8/2003,8.45,
40d,4/9/2003,8.79,
40d,4/10/2003,7.87,
40d,4/11/2003,7.83,
40d,4/12/2003,7.65,
40d,4/13/2003,9.35,
40d,4/14/2003,8.99,
40d,4/15/2003,8.38,
40d,4/16/2003,8.03,
40d,4/17/2003,8.37,
40d,4/18/2003,8.05,
40d,4/19/2003,7.85,
40d,4/20/2003,7.75,
40d,4/21/2003,7.96,
40d,4/22/2003,8.14,
40d,4/23/2003,8.02,
40d,4/24/2003,8.8,
40d,4/25/2003,8.37,
40d,4/26/2003,8.18,
40d,4/27/2003,8.11,
40d,4/28/2003,7.92,
40d,4/29/2003,7.71,
40d,4/30/2003,7.96,
40d,5/1/2003,9.21,
40d,5/2/2003,10.82,
40d,5/3/2003,11.28,
40d,5/4/2003,11.24,
40d,5/5/2003,12.98,
40d,5/6/2003,12.62,
40d,5/7/2003,7.32,
40d,5/8/2003,7.37,
40d,5/9/2003,6.97,
40d,5/10/2003,7.37,
40d,5/11/2003,7.41,
40d,5/12/2003,7.42,
40d,5/13/2003,7.3,
40d,5/14/2003,7.44,
40d,5/15/2003,7.57,
40d,5/16/2003,7.92,
40d,5/17/2003,8.01,
40d,5/18/2003,7.97,
40d,5/19/2003,7.55,
40d,5/20/2003,7.49,
40d,5/21/2003,7.73,
40d,5/22/2003,7.63,
40d,5/23/2003,7.82,
40d,5/24/2003,7.86,
40d,5/25/2003,8,
40d,5/26/2003,8.5,
40d,5/27/2003,7.94,
40d,5/28/2003,6.27,
40d,5/29/2003,6.52,
40d,5/30/2003,6.12,
40d,5/31/2003,6.01,
40d,6/1/2003,5.89,
40d,6/2/2003,5.9,
40d,6/3/2003,5.82,
40d,6/4/2003,5.8,
40d,6/5/2003,5.79,
40d,6/6/2003,5.74,
40d,6/7/2003,5.66,
40d,6/8/2003,5.58,
40d,6/9/2003,5.6,
40d,6/10/2003,5.25,
40d,6/11/2003,4.93,
40d,6/12/2003,4.94,
40d,6/13/2003,4.99,
40d,6/14/2003,4.96,
40d,6/15/2003,4.99,
40d,6/16/2003,5.26,
40d,6/17/2003,6.56,
40d,6/18/2003,5.83,
40d,6/19/2003,5.75,
40d,6/20/2003,5.76,
40d,6/21/2003,6.13,
40d,6/22/2003,6.02,
40d,6/23/2003,6.84,
40d,6/24/2003,5.56,
40d,6/25/2003,5.17,
40d,6/26/2003,5.19,
40d,6/27/2003,5.19,
40d,6/28/2003,5.11,
40d,6/29/2003,5.12,
40d,6/30/2003,5.25,
40d,7/1/2003,5.05,
40d,7/2/2003,4.91,
40d,7/3/2003,4.86,
40d,7/4/2003,4.86,
40d,7/5/2003,4.97,
40d,7/6/2003,4.97,
40d,7/7/2003,4.94,
40d,7/8/2003,4.94,
40d,7/9/2003,4.94,
40d,7/10/2003,5,
40d,7/11/2003,5,
40d,7/12/2003,4.95,
40d,7/13/2003,4.98,
40d,7/14/2003,5.05,
40d,7/15/2003,5.11,
40d,7/16/2003,5.04,
40d,7/17/2003,5.03,
40d,7/18/2003,4.98,
40d,7/19/2003,4.94,
40d,7/20/2003,5.03,
40d,7/21/2003,5.03,
40d,7/22/2003,5.03,
40d,7/23/2003,5.02,
40d,7/24/2003,5.02,
40d,7/25/2003,5.12,
40d,7/26/2003,5.12,
40d,7/27/2003,5.11,
40d,7/28/2003,5.08,
40d,7/29/2003,5.05,
40d,7/30/2003,4.78,
40d,7/31/2003,3.99,
40d,8/1/2003,4,
40d,8/2/2003,3.94,
40d,8/3/2003,3.99,
40d,8/4/2003,4.18,
40d,8/5/2003,4.21,
40d,8/6/2003,4.05,
40d,8/7/2003,4.43,
40d,8/8/2003,4.04,
40d,8/9/2003,4.28,
40d,8/10/2003,4.12,
40d,8/11/2003,4.54,
40d,8/12/2003,4.65,
40d,8/13/2003,4.52,
40d,8/14/2003,4.27,
40d,8/15/2003,4.3,
40d,8/16/2003,4.41,
40d,8/17/2003,4.17,
40d,8/18/2003,4.4,
40d,8/19/2003,4.39,
40d,8/20/2003,4.4,
40d,8/21/2003,4.71,
40d,8/22/2003,4.41,
40d,8/23/2003,4.28,
40d,8/24/2003,4.23,
40d,8/25/2003,4.47,
40d,8/26/2003,4.46,
40d,8/27/2003,4.58,
40d,8/28/2003,4.38,
40d,8/29/2003,4.27,
40d,8/30/2003,4.15,
40d,8/31/2003,4.23,
40d,9/1/2003,4.13,
40d,9/2/2003,4.09,
40d,9/3/2003,4.39,
40d,9/4/2003,4.29,
40d,9/5/2003,4.22,
40d,9/6/2003,4.07,
40d,9/7/2003,4.38,
40d,9/8/2003,4.47,
40d,9/9/2003,4.46,
40d,9/10/2003,4.23,
40d,9/11/2003,4.66,
40d,9/12/2003,4.82,
40d,9/13/2003,4.72,
40d,9/14/2003,4.47,
40d,9/15/2003,4.53,
40d,9/16/2003,4.55,
40d,9/17/2003,4.2,
40d,9/18/2003,4.49,
40d,9/19/2003,4.48,
40d,9/20/2003,4.43,
40d,9/21/2003,4.32,
40d,9/22/2003,4.32,
40d,9/23/2003,4.32,
40d,9/24/2003,4.3,
40d,9/25/2003,4.67,
40d,9/26/2003,4.45,
40d,9/27/2003,4.32,
40d,9/28/2003,4.65,
40d,9/29/2003,4.83,
40d,9/30/2003,4.82,
40d,10/1/2003,4.65,
40d,10/2/2003,4.65,
40d,10/3/2003,4.9,
40d,10/4/2003,4.93,
40d,10/5/2003,5,
40d,10/6/2003,5.03,
40d,10/7/2003,5.05,
40d,10/8/2003,4.95,
40d,10/9/2003,5.04,
40d,10/10/2003,5.16,
40d,10/11/2003,5.1,
40d,10/12/2003,5.31,
40d,10/13/2003,5.17,
40d,10/14/2003,5.06,
40d,10/15/2003,5.1,
40d,10/16/2003,5.82,
40d,10/17/2003,5.16,
40d,10/18/2003,4.89,
40d,10/19/2003,4.87,
40d,10/20/2003,7.64,
40d,10/21/2003,11.08,
40d,10/22/2003,6.91,
40d,10/23/2003,6.24,
40d,10/24/2003,5.73,
40d,10/25/2003,5.35,
40d,10/26/2003,5.15,
40d,10/27/2003,5.15,
40d,10/28/2003,4.99,
40d,10/29/2003,5.05,
40d,10/30/2003,4.91,
40d,10/31/2003,4.81,
40d,11/1/2003,4.73,
40d,11/2/2003,4.74,
40d,11/3/2003,4.9,
40d,11/4/2003,4.78,
40d,11/5/2003,4.7,
40d,11/6/2003,4.6,
40d,11/7/2003,4.44,
40d,11/8/2003,4.44,
40d,11/9/2003,4.54,
40d,11/10/2003,4.54,
40d,11/11/2003,4.67,
40d,11/12/2003,4.61,
40d,11/13/2003,4.52,
40d,11/14/2003,4.54,
40d,11/15/2003,4.6,
40d,11/16/2003,4.85,
40d,11/17/2003,5.11,
40d,11/18/2003,6.76,
40d,11/19/2003,8.69,
40d,11/20/2003,8.76,
40d,11/21/2003,8.26,
40d,11/22/2003,7.27,
40d,11/23/2003,6.86,
40d,11/24/2003,6.46,
40d,11/25/2003,6.4,
40d,11/26/2003,5.93,
40d,11/27/2003,5.55,
40d,11/28/2003,6.39,
40d,11/29/2003,9.5,
40d,11/30/2003,8.28,
40d,12/1/2003,7.62,
40d,12/2/2003,7.22,
40d,12/3/2003,7.53,
40d,12/4/2003,6.49,
40d,12/5/2003,8.09,
40d,12/6/2003,8.25,
40d,12/7/2003,7.52,
40d,12/8/2003,7.6,
40d,12/9/2003,7.08,
40d,12/10/2003,6.83,
40d,12/11/2003,6.62,
40d,12/12/2003,7.06,
40d,12/13/2003,7.91,
40d,12/14/2003,8.37,
40d,12/15/2003,7.62,
40d,12/16/2003,7.19,
40d,12/17/2003,6.73,
40d,12/18/2003,6.28,
40d,12/19/2003,6.11,
40d,12/20/2003,6.43,
40d,12/21/2003,5.93,
40d,12/22/2003,6.24,
40d,12/23/2003,5.88,
40d,12/24/2003,5.95,
40d,12/25/2003,5.82,
40d,12/26/2003,5.73,
40d,12/27/2003,5.52,
40d,12/28/2003,5.56,
40d,12/29/2003,5.59,
40d,12/30/2003,5.2,
40d,12/31/2003,5.53,
40d,1/1/2004,5.39,
40d,1/2/2004,5.46,
40d,1/3/2004,5.41,
40d,1/4/2004,5.22,
40d,1/5/2004,4.95,
40d,1/6/2004,4.82,
40d,1/7/2004,6.55,
40d,1/8/2004,7.59,
40d,1/9/2004,7.6,
40d,1/10/2004,8.63,
40d,1/11/2004,8.44,
40d,1/12/2004,7.83,
40d,1/13/2004,7.35,
40d,1/14/2004,7.36,
40d,1/15/2004,8.21,
40d,1/16/2004,7.87,
40d,1/17/2004,7.24,
40d,1/18/2004,7.59,
40d,1/19/2004,7.46,
40d,1/20/2004,7.12,
40d,1/21/2004,6.95,
40d,1/22/2004,6.91,
40d,1/23/2004,8.4,
40d,1/24/2004,11.23,
40d,1/25/2004,9.68,
40d,1/26/2004,9.11,
40d,1/27/2004,8.45,
40d,1/28/2004,8.87,
40d,1/29/2004,15.03,
40d,1/30/2004,18.26,
40d,1/31/2004,14.88,
40d,2/1/2004,12.83,
40d,2/2/2004,11.93,
40d,2/3/2004,10.99,
40d,2/4/2004,11.07,
40d,2/5/2004,10.37,
